"FlightDate","Airline","Origin","Dest","Cancelled","Diverted","CRSDepTime","DepTime","DepDelayMinutes","DepDelay","ArrTime","ArrDelayMinutes","AirTime","CRSElapsedTime","ActualElapsedTime","Distance","Year","Quarter","Month","DayofMonth","DayOfWeek","Marketing_Airline_Network","Operated_or_Branded_Code_Share_Partners","DOT_ID_Marketing_Airline","IATA_Code_Marketing_Airline","Flight_Number_Marketing_Airline","Operating_Airline","DOT_ID_Operating_Airline","IATA_Code_Operating_Airline","Tail_Number","Flight_Number_Operating_Airline","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","OriginCityName","OriginState","OriginStateFips","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","DestCityName","DestState","DestStateFips","DestStateName","DestWac","DepDel15","DepartureDelayGroups","DepTimeBlk","TaxiOut","WheelsOff","WheelsOn","TaxiIn","CRSArrTime","ArrDelay","ArrDel15","ArrivalDelayGroups","ArrTimeBlk","DistanceGroup","DivAirportLandings"
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","IND","EWR",FALSE,FALSE,1837,1903,26,26,2117,28,103,132,134,645,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4445,"G7",20500,"G7","N554GJ",4445,12339,1233904,32337,"Indianapolis, IN","IN",18,"Indiana",42,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,1,1,"1800-1859",22,1925,2108,9,2049,28,1,1,"2000-2059",3,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","RIC","IAD",FALSE,FALSE,1445,1434,0,-11,1518,0,26,59,44,100,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4444,"G7",20500,"G7","N535GJ",4444,14524,1452401,34524,"Richmond, VA","VA",51,"Virginia",38,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,0,-1,"1400-1459",15,1449,1515,3,1544,-26,0,-2,"1500-1559",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","DCA","EWR",FALSE,FALSE,1404,1456,52,52,1633,70,47,79,97,199,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4442,"G7",20500,"G7","N538GJ",4442,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,1,3,"1400-1459",43,1539,1626,7,1523,70,1,4,"1500-1559",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","GSO","EWR",FALSE,FALSE,1157,1158,1,1,1330,0,67,123,92,445,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4441,"G7",20500,"G7","N506GJ",4441,11995,1199502,31995,"Greensboro/High Point, NC","NC",37,"North Carolina",36,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,0,"1100-1159",15,1213,1320,10,1400,-30,0,-2,"1400-1459",2,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","ITH",FALSE,FALSE,2129,2233,64,64,2326,45,37,72,53,172,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4440,"G7",20500,"G7","N544GJ",4440,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,12397,1239702,32397,"Ithaca/Cortland, NY","NY",36,"New York",22,1,4,"2100-2159",13,2246,2323,3,2241,45,1,3,"2200-2259",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","RIC","EWR",FALSE,FALSE,1243,1234,0,-9,1418,8,50,87,104,277,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4439,"G7",20500,"G7","N509MJ",4439,14524,1452401,34524,"Richmond, VA","VA",51,"Virginia",38,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,-1,"1200-1259",19,1253,1343,35,1410,8,0,0,"1400-1459",2,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","DCA","EWR",FALSE,FALSE,600,702,62,62,801,47,39,74,59,199,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4438,"G7",20500,"G7","N554GJ",4438,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,1,4,"0600-0659",16,718,757,4,714,47,1,3,"0700-0759",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","DCA",FALSE,FALSE,1659,1655,0,-4,1802,0,46,90,67,199,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4437,"G7",20500,"G7","N553GJ",4437,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,0,-1,"1600-1659",17,1712,1758,4,1829,-27,0,-2,"1800-1859",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","AVP",FALSE,FALSE,2159,2210,11,11,2303,2,32,62,53,93,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4436,"G7",20500,"G7","N553GJ",4436,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,10434,1043405,30434,"Scranton/Wilkes-Barre, PA","PA",42,"Pennsylvania",23,0,0,"2100-2159",17,2227,2259,4,2301,2,0,0,"2300-2359",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","DCA",FALSE,FALSE,1800,1816,16,16,1932,2,44,90,76,199,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4435,"G7",20500,"G7","N559GJ",4435,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,1,1,"1800-1859",27,1843,1927,5,1930,2,0,0,"1900-1959",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","DCA",FALSE,FALSE,1400,1409,9,9,1521,5,45,76,72,199,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4433,"G7",20500,"G7","N562GJ",4433,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,0,0,"1400-1459",24,1433,1518,3,1516,5,0,0,"1500-1559",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","DCA",FALSE,FALSE,1159,1439,160,160,1549,154,43,76,70,199,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4431,"G7",20500,"G7","N549GJ",4431,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,1,10,"1100-1159",14,1453,1536,13,1315,154,1,10,"1300-1359",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","DCA","EWR",FALSE,FALSE,800,757,0,-3,904,0,40,87,67,199,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4430,"G7",20500,"G7","N569GJ",4430,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,-1,"0800-0859",16,813,853,11,927,-23,0,-2,"0900-0959",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","PHL","EWR",FALSE,FALSE,1420,1431,11,11,1538,30,35,48,67,80,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4429,"G7",20500,"G7","N554GJ",4429,14100,1410005,34100,"Philadelphia, PA","PA",42,"Pennsylvania",23,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,0,"1400-1459",26,1457,1532,6,1508,30,1,2,"1500-1559",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","DCA","EWR",FALSE,FALSE,1130,1128,0,-2,1316,27,44,79,108,199,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4428,"G7",20500,"G7","N502GJ",4428,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,-1,"1100-1159",17,1145,1229,47,1249,27,1,1,"1200-1259",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","DCA",FALSE,FALSE,900,851,0,-9,1007,0,45,86,76,199,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4427,"G7",20500,"G7","N522GJ",4427,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,0,-1,"0900-0959",19,910,955,12,1026,-19,0,-2,"1000-1059",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","CVG",FALSE,FALSE,2129,2148,19,19,6,31,88,126,138,569,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4424,"G7",20500,"G7","N523GJ",4424,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,11193,1119302,33105,"Cincinnati, OH","KY",21,"Kentucky",52,1,1,"2100-2159",17,2205,2333,33,2335,31,1,2,"2300-2359",3,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","AVL","EWR",FALSE,FALSE,1158,1150,0,-8,1337,0,87,122,107,583,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4422,"G7",20500,"G7","N531GJ",4422,10431,1043105,30431,"Asheville, NC","NC",37,"North Carolina",36,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,-1,"1100-1159",11,1201,1328,9,1400,-23,0,-2,"1400-1459",3,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","BUF",FALSE,FALSE,1730,1728,0,-2,1846,0,51,93,78,282,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4421,"G7",20500,"G7","N578GJ",4421,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,10792,1079206,30792,"Buffalo, NY","NY",36,"New York",22,0,-1,"1700-1759",24,1752,1843,3,1903,-17,0,-2,"1900-1959",2,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","IAD","LGA",FALSE,FALSE,1535,1534,0,-1,1647,0,45,79,73,229,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4420,"G7",20500,"G7","N521GJ",4420,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,12953,1295304,31703,"New York, NY","NY",36,"New York",22,0,-1,"1500-1559",16,1550,1635,12,1654,-7,0,-1,"1600-1659",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","PHL","EWR",FALSE,FALSE,700,657,0,-3,757,9,26,48,60,80,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4418,"G7",20500,"G7","N513MJ",4418,14100,1410005,34100,"Philadelphia, PA","PA",42,"Pennsylvania",23,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,-1,"0700-0759",29,726,752,5,748,9,0,0,"0700-0759",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","CMH","ORD",FALSE,FALSE,1130,1128,0,-2,1156,0,55,92,88,296,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4415,"G7",20500,"G7","N536GJ",4415,11066,1106606,31066,"Columbus, OH","OH",39,"Ohio",44,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,0,-1,"1100-1159",23,1151,1146,10,1202,-6,0,-1,"1200-1259",2,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","STL",FALSE,FALSE,1603,1712,69,69,1848,58,132,167,156,872,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4414,"G7",20500,"G7","N565GJ",4414,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,15016,1501606,31123,"St. Louis, MO","MO",29,"Missouri",64,1,4,"1600-1659",17,1729,1841,7,1750,58,1,3,"1700-1759",4,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","ILM",FALSE,FALSE,2029,2217,108,108,2355,104,70,102,98,488,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4413,"G7",20500,"G7","N539GJ",4413,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,12323,1232305,32323,"Wilmington, NC","NC",37,"North Carolina",36,1,7,"2000-2059",15,2232,2342,13,2211,104,1,6,"2200-2259",2,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","SCE","EWR",FALSE,FALSE,600,600,0,0,704,1,41,63,64,193,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4412,"G7",20500,"G7","N502GJ",4412,14711,1471105,34711,"State College, PA","PA",42,"Pennsylvania",23,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,0,"0600-0659",19,619,700,4,703,1,0,0,"0700-0759",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","DCA","EWR",FALSE,FALSE,1400,1631,151,151,1733,126,46,87,62,199,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4411,"G7",20500,"G7","N549GJ",4411,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,1,10,"1400-1459",9,1640,1726,7,1527,126,1,8,"1500-1559",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","ORD","GRR",FALSE,FALSE,710,705,0,-5,910,4,33,56,65,137,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4410,"G7",20500,"G7","N575GJ",4410,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,11986,1198603,31986,"Grand Rapids, MI","MI",26,"Michigan",43,0,-1,"0700-0759",28,733,906,4,906,4,0,0,"0900-0959",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","DCA","EWR",FALSE,FALSE,953,1003,10,10,1110,0,40,79,67,199,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4408,"G7",20500,"G7","N554GJ",4408,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,0,"0900-0959",18,1021,1101,9,1112,-2,0,-1,"1100-1159",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","MDT","ORD",FALSE,FALSE,1741,1731,0,-10,1836,0,105,128,125,594,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4407,"G7",20500,"G7","N536GJ",4407,13230,1323002,32070,"Harrisburg, PA","PA",42,"Pennsylvania",23,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,0,-1,"1700-1759",11,1742,1827,9,1849,-13,0,-1,"1800-1859",3,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","STL",FALSE,FALSE,1859,2049,110,110,2235,112,127,164,166,872,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4406,"G7",20500,"G7","N547GJ",4406,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,15016,1501606,31123,"St. Louis, MO","MO",29,"Missouri",64,1,7,"1800-1859",29,2118,2225,10,2043,112,1,7,"2000-2059",4,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","SCE",FALSE,FALSE,1409,1422,13,13,1525,9,37,67,63,193,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4405,"G7",20500,"G7","N568GJ",4405,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,14711,1471105,34711,"State College, PA","PA",42,"Pennsylvania",23,0,0,"1400-1459",24,1446,1523,2,1516,9,0,0,"1500-1559",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","IAD","LGA",FALSE,FALSE,1705,1703,0,-2,1825,0,49,84,82,229,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4403,"G7",20500,"G7","N535GJ",4403,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,12953,1295304,31703,"New York, NY","NY",36,"New York",22,0,-1,"1700-1759",27,1730,1819,6,1829,-4,0,-1,"1800-1859",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","ITH","EWR",FALSE,FALSE,700,654,0,-6,745,0,34,84,51,172,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4402,"G7",20500,"G7","N547GJ",4402,12397,1239702,32397,"Ithaca/Cortland, NY","NY",36,"New York",22,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,-1,"0700-0759",9,703,737,8,824,-39,0,-2,"0800-0859",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","IAD","SYR",FALSE,FALSE,830,825,0,-5,940,0,47,74,75,296,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4401,"G7",20500,"G7","N556GJ",4401,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,15096,1509602,35096,"Syracuse, NY","NY",36,"New York",22,0,-1,"0800-0859",23,848,935,5,944,-4,0,-1,"0900-0959",2,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","IAD","RIC",FALSE,FALSE,1234,1227,0,-7,1323,0,23,59,56,100,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4400,"G7",20500,"G7","N579GJ",4400,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,14524,1452401,34524,"Richmond, VA","VA",51,"Virginia",38,0,-1,"1200-1259",28,1255,1318,5,1333,-10,0,-1,"1300-1359",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","IAD","ORF",FALSE,FALSE,1230,1229,0,-1,1325,0,32,62,56,157,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4397,"G7",20500,"G7","N578GJ",4397,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,13931,1393102,33667,"Norfolk, VA","VA",51,"Virginia",38,0,-1,"1200-1259",22,1251,1323,2,1332,-7,0,-1,"1300-1359",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","RIC","ORD",FALSE,FALSE,1049,1043,0,-6,1149,0,104,136,126,642,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4396,"G7",20500,"G7","N533GJ",4396,14524,1452401,34524,"Richmond, VA","VA",51,"Virginia",38,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,0,-1,"1000-1059",17,1100,1144,5,1205,-16,0,-2,"1200-1259",3,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","SCE","EWR",FALSE,FALSE,1554,1604,10,10,1737,39,43,64,93,193,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4394,"G7",20500,"G7","N568GJ",4394,14711,1471105,34711,"State College, PA","PA",42,"Pennsylvania",23,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,0,"1500-1559",43,1647,1730,7,1658,39,1,2,"1600-1659",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","ORD","MDT",FALSE,FALSE,1400,1352,0,-8,1646,0,78,115,114,594,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4393,"G7",20500,"G7","N536GJ",4393,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,13230,1323002,32070,"Harrisburg, PA","PA",42,"Pennsylvania",23,0,-1,"1400-1459",31,1423,1641,5,1655,-9,0,-1,"1600-1659",3,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","SDF",FALSE,FALSE,1608,1614,6,6,1820,0,100,140,126,642,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4392,"G7",20500,"G7","N524GJ",4392,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,14730,1473004,33044,"Louisville, KY","KY",21,"Kentucky",52,0,0,"1600-1659",18,1632,1812,8,1828,-8,0,-1,"1800-1859",3,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","SYR",FALSE,FALSE,1330,1344,14,14,1448,5,38,73,64,195,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4391,"G7",20500,"G7","N502GJ",4391,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,15096,1509602,35096,"Syracuse, NY","NY",36,"New York",22,0,0,"1300-1359",22,1406,1444,4,1443,5,0,0,"1400-1459",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","ITH","EWR",FALSE,FALSE,1823,1837,14,14,2009,22,48,84,92,172,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4390,"G7",20500,"G7","N579GJ",4390,12397,1239702,32397,"Ithaca/Cortland, NY","NY",36,"New York",22,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,0,"1800-1859",30,1907,1955,14,1947,22,1,1,"1900-1959",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","ORD","SYR",FALSE,FALSE,1035,1027,0,-8,1309,0,77,110,102,607,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4389,"G7",20500,"G7","N575GJ",4389,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,15096,1509602,35096,"Syracuse, NY","NY",36,"New York",22,0,-1,"1000-1059",20,1047,1304,5,1325,-16,0,-2,"1300-1359",3,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","RDU",FALSE,FALSE,1031,1027,0,-4,1217,0,70,111,110,416,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4388,"G7",20500,"G7","N565GJ",4388,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,14492,1449202,34492,"Raleigh/Durham, NC","NC",37,"North Carolina",36,0,-1,"1000-1059",37,1104,1214,3,1222,-5,0,-1,"1200-1259",2,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","RIC",FALSE,FALSE,1710,1745,35,35,1917,34,53,93,92,277,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4386,"G7",20500,"G7","N541GJ",4386,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,14524,1452401,34524,"Richmond, VA","VA",51,"Virginia",38,1,2,"1700-1759",28,1813,1906,11,1843,34,1,2,"1800-1859",2,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","ILM",FALSE,FALSE,1300,1306,6,6,1445,3,77,102,99,488,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4383,"G7",20500,"G7","N513MJ",4383,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,12323,1232305,32323,"Wilmington, NC","NC",37,"North Carolina",36,0,0,"1300-1359",17,1323,1440,5,1442,3,0,0,"1400-1459",2,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","LGA","IAD",FALSE,FALSE,1940,1934,0,-6,2040,0,46,85,66,229,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4382,"G7",20500,"G7","N502GJ",4382,12953,1295304,31703,"New York, NY","NY",36,"New York",22,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,0,-1,"1900-1959",16,1950,2036,4,2105,-25,0,-2,"2100-2159",1,0
"03-04-2022","GoJet Airlines, LLC d/b/a United Express","EWR","DCA",FALSE,FALSE,1630,1808,98,98,1924,94,44,80,76,199,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4380,"G7",20500,"G7","N549GJ",4380,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,1,6,"1600-1659",29,1837,1921,3,1750,94,1,6,"1700-1759",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","CPR","DEN",FALSE,FALSE,731,744,13,13,857,7,42,79,73,230,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4378,"C5",20445,"C5","N14173",4378,11122,1112205,31122,"Casper, WY","WY",56,"Wyoming",88,11292,1129202,30325,"Denver, CO","CO",8,"Colorado",82,0,0,"0700-0759",21,805,847,10,850,7,0,0,"0800-0859",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","HSV",FALSE,FALSE,1954,1951,0,-3,2132,0,82,113,101,595,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4375,"C5",20445,"C5","N12195",4375,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,12217,1221702,30255,"Huntsville, AL","AL",1,"Alabama",51,0,-1,"1900-1959",15,2006,2128,4,2147,-15,0,-1,"2100-2159",3,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","JAX","IAH",FALSE,FALSE,1139,1213,34,34,1356,31,122,166,163,817,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4373,"C5",20445,"C5","N14148",4373,12451,1245102,31136,"Jacksonville, FL","FL",12,"Florida",33,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,1,2,"1100-1159",35,1248,1350,6,1325,31,1,2,"1300-1359",4,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","MFE","IAH",FALSE,FALSE,1213,1308,55,55,1416,41,50,82,68,316,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4372,"C5",20445,"C5","N14179",4372,13256,1325602,33256,"Mission/McAllen/Edinburg, TX","TX",48,"Texas",74,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,1,3,"1200-1259",11,1319,1409,7,1335,41,1,2,"1300-1359",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","IAH","LFT",FALSE,FALSE,1015,1154,99,99,1249,89,35,65,55,201,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4371,"C5",20445,"C5","N23139",4371,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,12951,1295106,32951,"Lafayette, LA","LA",22,"Louisiana",72,1,6,"1000-1059",15,1209,1244,5,1120,89,1,5,"1100-1159",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","DIK","DEN",FALSE,FALSE,1754,1754,0,0,1925,0,70,105,91,488,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4370,"C5",20445,"C5","N21144",4370,11315,1131502,31315,"Dickinson, ND","ND",38,"North Dakota",66,11292,1129202,30325,"Denver, CO","CO",8,"Colorado",82,0,0,"1700-1759",15,1809,1919,6,1939,-14,0,-1,"1900-1959",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","LRD","IAH",FALSE,FALSE,1717,1706,0,-11,1823,0,50,88,77,301,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4369,"C5",20445,"C5","N21197",4369,13061,1306106,33038,"Laredo, TX","TX",48,"Texas",74,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,-1,"1700-1759",18,1724,1814,9,1845,-22,0,-2,"1800-1859",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","MEM","IAH",FALSE,FALSE,1150,1327,97,97,1508,88,79,110,101,468,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4368,"C5",20445,"C5","N27200",4368,13244,1324402,33244,"Memphis, TN","TN",47,"Tennessee",54,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,1,6,"1100-1159",12,1339,1458,10,1340,88,1,5,"1300-1359",2,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","CRP","IAH",FALSE,FALSE,1423,1415,0,-8,1516,0,38,68,61,201,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4366,"C5",20445,"C5","N14180",4366,11140,1114008,31140,"Corpus Christi, TX","TX",48,"Texas",74,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,-1,"1400-1459",15,1430,1508,8,1531,-15,0,-1,"1500-1559",1,0
"03-04-2022","Commutair Aka Champlain Enterprises, Inc.","XNA","IAH",FALSE,FALSE,630,622,0,-8,840,17,112,113,138,438,2022,2,4,3,7,"UA","UA_CODESHARE",19977,"UA",4365,"C5",20445,"C5","N11191",4365,15919,1591904,31834,"Fayetteville, AR","AR",5,"Arkansas",71,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,-1,"0600-0659",18,640,832,8,823,17,1,1,"0800-0859",2,0
